PRODUCT_LINE,ITEM_NUMBER,ITEM_RANK,BR_ID,AC_MONTH,RANK_A,RANK_B,RANK_C,RANK_D,RANK_N,ALSO_FIT_YEAR_FROM,ALSO_FIT_YEAR_TO,ALSO_FIT_MAKE
,,N,81,201605,0,0,0,0,1,2008,2009,PONTIAC
,,N,82,201605,0,0,0,0,1,2008,2009,PONTIAC
,,N,83,201605,0,0,0,0,1,2008,2009,PONTIAC
,,N,84,201605,0,0,0,0,1,2008,2009,PONTIAC
,,N,85,201605,0,0,0,0,1,2008,2009,PONTIAC
,,N,81,201605,0,0,0,0,1,2008,2009,PONTIAC
,,N,82,201605,0,0,0,0,1,2008,2009,PONTIAC
,,N,83,201605,0,0,0,0,1,2008,2009,PONTIAC
,,N,84,201605,0,0,0,0,1,2008,2009,PONTIAC
,,N,85,201605,0,0,0,0,1,2008,2009,PONTIAC
,,N,81,201606,0,0,0,0,1,2010,2013,LEXUS
,,N,82,201606,0,0,0,0,1,2010,2013,LEXUS
,,N,83,201606,0,0,0,0,1,2010,2013,LEXUS
,,N,84,201606,0,0,0,0,1,2010,2013,LEXUS
,,N,85,201606,0,0,0,0,1,2010,2013,LEXUS
,,N,81,201606,0,0,0,0,1,2010,2013,LEXUS
,,N,82,201606,0,0,0,0,1,2010,2013,LEXUS
,,N,83,201606,0,0,0,0,1,2010,2013,LEXUS
,,N,84,201606,0,0,0,0,1,2010,2013,LEXUS
,,N,85,201606,0,0,0,0,1,2010,2013,LEXUS
,,D,81,201108,0,0,0,1,0,2010,2014,MERCEDES-BENZ
,,D,82,201108,0,0,0,1,0,2010,2014,MERCEDES-BENZ
,,D,83,201108,0,0,0,1,0,2010,2014,MERCEDES-BENZ
,,D,84,201108,0,0,0,1,0,2010,2014,MERCEDES-BENZ
,,D,85,201108,0,0,0,1,0,2010,2014,MERCEDES-BENZ
,,A,81,201508,1,0,0,0,0,2010,2014,MERCEDES-BENZ
,,A,82,201508,1,0,0,0,0,2010,2014,MERCEDES-BENZ
,,A,83,201508,1,0,0,0,0,2010,2014,MERCEDES-BENZ
,,A,84,201508,1,0,0,0,0,2010,2014,MERCEDES-BENZ
,,A,85,201508,1,0,0,0,0,2010,2014,MERCEDES-BENZ
,,D,81,201108,0,0,0,1,0,2010,2014,MERCEDES-BENZ
,,D,82,201108,0,0,0,1,0,2010,2014,MERCEDES-BENZ
,,D,83,201108,0,0,0,1,0,2010,2014,MERCEDES-BENZ
,,D,84,201108,0,0,0,1,0,2010,2014,MERCEDES-BENZ
,,D,85,201108,0,0,0,1,0,2010,2014,MERCEDES-BENZ
,,A,81,201508,1,0,0,0,0,2010,2014,MERCEDES-BENZ
,,A,82,201508,1,0,0,0,0,2010,2014,MERCEDES-BENZ
,,A,83,201508,1,0,0,0,0,2010,2014,MERCEDES-BENZ
,,A,84,201508,1,0,0,0,0,2010,2014,MERCEDES-BENZ
,,A,85,201508,1,0,0,0,0,2010,2014,MERCEDES-BENZ
,,A,81,201301,1,0,0,0,0,2011,2013,KIA
,,A,82,201301,1,0,0,0,0,2011,2013,KIA
,,A,83,201301,1,0,0,0,0,2011,2013,KIA
,,A,84,201301,1,0,0,0,0,2011,2013,KIA
,,A,85,201301,1,0,0,0,0,2011,2013,KIA
,,N,81,201604,0,0,0,0,1,2011,2013,KIA
,,N,82,201604,0,0,0,0,1,2011,2013,KIA
,,N,83,201604,0,0,0,0,1,2011,2013,KIA
,,N,84,201604,0,0,0,0,1,2011,2013,KIA
,,N,85,201604,0,0,0,0,1,2011,2013,KIA
,,A,81,201212,1,0,0,0,0,2011,2013,KIA
,,A,82,201212,1,0,0,0,0,2011,2013,KIA
,,A,83,201212,1,0,0,0,0,2011,2013,KIA
,,A,84,201212,1,0,0,0,0,2011,2013,KIA
,,A,85,201212,1,0,0,0,0,2011,2013,KIA
,,N,81,201604,0,0,0,0,1,2011,2013,KIA
,,N,82,201604,0,0,0,0,1,2011,2013,KIA
,,N,83,201604,0,0,0,0,1,2011,2013,KIA
,,N,84,201604,0,0,0,0,1,2011,2013,KIA
,,N,85,201604,0,0,0,0,1,2011,2013,KIA
,,C,81,201312,0,0,1,0,0,2010,2013,HYUNDAI
,,C,82,201312,0,0,1,0,0,2010,2013,HYUNDAI
,,C,83,201312,0,0,1,0,0,2010,2013,HYUNDAI
,,C,84,201312,0,0,1,0,0,2010,2013,HYUNDAI
,,C,85,201312,0,0,1,0,0,2010,2013,HYUNDAI
,,B,81,201312,0,1,0,0,0,2010,2013,HYUNDAI
,,B,82,201312,0,1,0,0,0,2010,2013,HYUNDAI
,,B,83,201312,0,1,0,0,0,2010,2013,HYUNDAI
,,B,84,201312,0,1,0,0,0,2010,2013,HYUNDAI
,,B,85,201312,0,1,0,0,0,2010,2013,HYUNDAI
,,C,81,201312,0,0,1,0,0,2010,2013,HYUNDAI
,,C,82,201312,0,0,1,0,0,2010,2013,HYUNDAI
,,C,83,201312,0,0,1,0,0,2010,2013,HYUNDAI
,,C,84,201312,0,0,1,0,0,2010,2013,HYUNDAI
,,C,85,201312,0,0,1,0,0,2010,2013,HYUNDAI
,,B,81,201312,0,1,0,0,0,2010,2013,HYUNDAI
,,B,82,201312,0,1,0,0,0,2010,2013,HYUNDAI
,,B,83,201312,0,1,0,0,0,2010,2013,HYUNDAI
,,B,84,201312,0,1,0,0,0,2010,2013,HYUNDAI
,,B,85,201312,0,1,0,0,0,2010,2013,HYUNDAI
,,B,81,201308,0,1,0,0,0,2010,2011,HYUNDAI
,,B,82,201308,0,1,0,0,0,2010,2011,HYUNDAI
,,B,83,201308,0,1,0,0,0,2010,2011,HYUNDAI
,,B,84,201308,0,1,0,0,0,2010,2011,HYUNDAI
,,B,85,201308,0,1,0,0,0,2010,2011,HYUNDAI
,,B,81,201207,0,1,0,0,0,2010,2011,HYUNDAI
,,B,82,201207,0,1,0,0,0,2010,2011,HYUNDAI
,,B,83,201207,0,1,0,0,0,2010,2011,HYUNDAI
,,B,84,201207,0,1,0,0,0,2010,2011,HYUNDAI
,,B,85,201207,0,1,0,0,0,2010,2011,HYUNDAI
,,B,81,201308,0,1,0,0,0,2010,2011,HYUNDAI
,,B,82,201308,0,1,0,0,0,2010,2011,HYUNDAI
,,B,83,201308,0,1,0,0,0,2010,2011,HYUNDAI
,,B,84,201308,0,1,0,0,0,2010,2011,HYUNDAI
,,B,85,201308,0,1,0,0,0,2010,2011,HYUNDAI
,,B,81,201207,0,1,0,0,0,2010,2011,HYUNDAI
,,B,82,201207,0,1,0,0,0,2010,2011,HYUNDAI
,,B,83,201207,0,1,0,0,0,2010,2011,HYUNDAI
,,B,84,201207,0,1,0,0,0,2010,2011,HYUNDAI
,,B,85,201207,0,1,0,0,0,2010,2011,HYUNDAI
,,C,81,201304,0,0,1,0,0,2009,2010,NISSAN
,,C,82,201304,0,0,1,0,0,2009,2010,NISSAN
,,C,83,201304,0,0,1,0,0,2009,2010,NISSAN
,,C,84,201304,0,0,1,0,0,2009,2010,NISSAN
,,C,85,201304,0,0,1,0,0,2009,2010,NISSAN
,,D,81,201303,0,0,0,1,0,2009,2010,NISSAN
,,D,82,201303,0,0,0,1,0,2009,2010,NISSAN
,,D,83,201303,0,0,0,1,0,2009,2010,NISSAN
,,D,84,201303,0,0,0,1,0,2009,2010,NISSAN
,,D,85,201303,0,0,0,1,0,2009,2010,NISSAN
,,C,81,201304,0,0,1,0,0,2009,2010,NISSAN
,,C,82,201304,0,0,1,0,0,2009,2010,NISSAN
,,C,83,201304,0,0,1,0,0,2009,2010,NISSAN
,,C,84,201304,0,0,1,0,0,2009,2010,NISSAN
,,C,85,201304,0,0,1,0,0,2009,2010,NISSAN
,,D,81,201303,0,0,0,1,0,2009,2010,NISSAN
,,D,82,201303,0,0,0,1,0,2009,2010,NISSAN
,,D,83,201303,0,0,0,1,0,2009,2010,NISSAN
,,D,84,201303,0,0,0,1,0,2009,2010,NISSAN
,,D,85,201303,0,0,0,1,0,2009,2010,NISSAN
,,C,81,201210,0,0,1,0,0,2010,2011,KIA
,,C,82,201210,0,0,1,0,0,2010,2011,KIA
,,C,83,201210,0,0,1,0,0,2010,2011,KIA
,,C,84,201210,0,0,1,0,0,2010,2011,KIA
,,C,85,201210,0,0,1,0,0,2010,2011,KIA
,,C,81,201405,0,0,1,0,0,2010,2011,KIA
,,C,82,201405,0,0,1,0,0,2010,2011,KIA
,,C,83,201405,0,0,1,0,0,2010,2011,KIA
,,C,84,201405,0,0,1,0,0,2010,2011,KIA
,,C,85,201405,0,0,1,0,0,2010,2011,KIA
,,C,81,201211,0,0,1,0,0,2010,2011,KIA
,,C,82,201211,0,0,1,0,0,2010,2011,KIA
,,C,83,201211,0,0,1,0,0,2010,2011,KIA
,,C,84,201211,0,0,1,0,0,2010,2011,KIA
,,C,85,201211,0,0,1,0,0,2010,2011,KIA
,,C,81,201405,0,0,1,0,0,2010,2011,KIA
,,C,82,201405,0,0,1,0,0,2010,2011,KIA
,,C,83,201405,0,0,1,0,0,2010,2011,KIA
,,C,84,201405,0,0,1,0,0,2010,2011,KIA
,,C,85,201405,0,0,1,0,0,2010,2011,KIA
,,A,81,201408,1,0,0,0,0,2011,2013,FORD
,,A,82,201408,1,0,0,0,0,2011,2013,FORD
,,A,83,201408,1,0,0,0,0,2011,2013,FORD
,,A,84,201408,1,0,0,0,0,2011,2013,FORD
,,A,85,201408,1,0,0,0,0,2011,2013,FORD
,,D,81,201506,0,0,0,1,0,2012,2013,FORD
,,D,82,201506,0,0,0,1,0,2012,2013,FORD
,,D,83,201506,0,0,0,1,0,2012,2013,FORD
,,D,84,201506,0,0,0,1,0,2012,2013,FORD
,,D,85,201506,0,0,0,1,0,2012,2013,FORD
,,A,81,201408,1,0,0,0,0,2011,2013,FORD
,,A,82,201408,1,0,0,0,0,2011,2013,FORD
,,A,83,201408,1,0,0,0,0,2011,2013,FORD
,,A,84,201408,1,0,0,0,0,2011,2013,FORD
,,A,85,201408,1,0,0,0,0,2011,2013,FORD
,,D,81,201506,0,0,0,1,0,2012,2013,FORD
,,D,82,201506,0,0,0,1,0,2012,2013,FORD
,,D,83,201506,0,0,0,1,0,2012,2013,FORD
,,D,84,201506,0,0,0,1,0,2012,2013,FORD
,,D,85,201506,0,0,0,1,0,2012,2013,FORD
,,D,81,201306,0,0,0,1,0,2008,2012,BMW
,,D,82,201306,0,0,0,1,0,2008,2012,BMW
,,D,83,201306,0,0,0,1,0,2008,2012,BMW
,,D,84,201306,0,0,0,1,0,2008,2012,BMW
,,D,85,201306,0,0,0,1,0,2008,2012,BMW
,,D,81,201306,0,0,0,1,0,2008,2012,BMW
,,D,82,201306,0,0,0,1,0,2008,2012,BMW
,,D,83,201306,0,0,0,1,0,2008,2012,BMW
,,D,84,201306,0,0,0,1,0,2008,2012,BMW
,,D,85,201306,0,0,0,1,0,2008,2012,BMW
,,D,81,201207,0,0,0,1,0,2011,2012,NISSAN
,,D,82,201207,0,0,0,1,0,2011,2012,NISSAN
,,D,83,201207,0,0,0,1,0,2011,2012,NISSAN
,,D,84,201207,0,0,0,1,0,2011,2012,NISSAN
,,D,85,201207,0,0,0,1,0,2011,2012,NISSAN
,,B,81,201304,0,1,0,0,0,2011,2012,NISSAN
,,B,82,201304,0,1,0,0,0,2011,2012,NISSAN
,,B,83,201304,0,1,0,0,0,2011,2012,NISSAN
,,B,84,201304,0,1,0,0,0,2011,2012,NISSAN
,,B,85,201304,0,1,0,0,0,2011,2012,NISSAN
,,B,81,201310,0,1,0,0,0,2011,2012,NISSAN
,,B,82,201310,0,1,0,0,0,2011,2012,NISSAN
,,B,83,201310,0,1,0,0,0,2011,2012,NISSAN
,,B,84,201310,0,1,0,0,0,2011,2012,NISSAN
,,B,85,201310,0,1,0,0,0,2011,2012,NISSAN
,,C,81,201503,0,0,1,0,0,2013,2013,NISSAN
,,C,82,201503,0,0,1,0,0,2013,2013,NISSAN
,,C,83,201503,0,0,1,0,0,2013,2013,NISSAN
,,C,84,201503,0,0,1,0,0,2013,2013,NISSAN
,,C,85,201503,0,0,1,0,0,2013,2013,NISSAN
,,C,81,201412,0,0,1,0,0,2013,2013,NISSAN
,,C,82,201412,0,0,1,0,0,2013,2013,NISSAN
,,C,83,201412,0,0,1,0,0,2013,2013,NISSAN
,,C,84,201412,0,0,1,0,0,2013,2013,NISSAN
,,C,85,201412,0,0,1,0,0,2013,2013,NISSAN
,,D,81,201207,0,0,0,1,0,2011,2012,NISSAN
,,D,82,201207,0,0,0,1,0,2011,2012,NISSAN
,,D,83,201207,0,0,0,1,0,2011,2012,NISSAN
,,D,84,201207,0,0,0,1,0,2011,2012,NISSAN
,,D,85,201207,0,0,0,1,0,2011,2012,NISSAN
,,B,81,201304,0,1,0,0,0,2011,2012,NISSAN
,,B,82,201304,0,1,0,0,0,2011,2012,NISSAN
,,B,83,201304,0,1,0,0,0,2011,2012,NISSAN
,,B,84,201304,0,1,0,0,0,2011,2012,NISSAN
,,B,85,201304,0,1,0,0,0,2011,2012,NISSAN
,,B,81,201310,0,1,0,0,0,2011,2012,NISSAN
,,B,82,201310,0,1,0,0,0,2011,2012,NISSAN
,,B,83,201310,0,1,0,0,0,2011,2012,NISSAN
,,B,84,201310,0,1,0,0,0,2011,2012,NISSAN
,,B,85,201310,0,1,0,0,0,2011,2012,NISSAN
,,C,81,201502,0,0,1,0,0,2013,2013,NISSAN
,,C,82,201502,0,0,1,0,0,2013,2013,NISSAN
,,C,83,201502,0,0,1,0,0,2013,2013,NISSAN
,,C,84,201502,0,0,1,0,0,2013,2013,NISSAN
,,C,85,201502,0,0,1,0,0,2013,2013,NISSAN
,,C,81,201412,0,0,1,0,0,2013,2013,NISSAN
,,C,82,201412,0,0,1,0,0,2013,2013,NISSAN
,,C,83,201412,0,0,1,0,0,2013,2013,NISSAN
,,C,84,201412,0,0,1,0,0,2013,2013,NISSAN
,,C,85,201412,0,0,1,0,0,2013,2013,NISSAN
,,D,81,201201,0,0,0,1,0,2011,2012,HYUNDAI
,,D,82,201201,0,0,0,1,0,2011,2012,HYUNDAI
,,D,83,201201,0,0,0,1,0,2011,2012,HYUNDAI
,,D,84,201201,0,0,0,1,0,2011,2012,HYUNDAI
,,D,85,201201,0,0,0,1,0,2011,2012,HYUNDAI
,,A,81,201311,1,0,0,0,0,2011,2013,HYUNDAI
,,A,82,201311,1,0,0,0,0,2011,2013,HYUNDAI
,,A,83,201311,1,0,0,0,0,2011,2013,HYUNDAI
,,A,84,201311,1,0,0,0,0,2011,2013,HYUNDAI
,,A,85,201311,1,0,0,0,0,2011,2013,HYUNDAI
,,A,81,201311,1,0,0,0,0,2011,2013,HYUNDAI
,,A,82,201311,1,0,0,0,0,2011,2013,HYUNDAI
,,A,83,201311,1,0,0,0,0,2011,2013,HYUNDAI
,,A,84,201311,1,0,0,0,0,2011,2013,HYUNDAI
,,A,85,201311,1,0,0,0,0,2011,2013,HYUNDAI
,,C,81,201505,0,0,1,0,0,2011,2011,KIA
,,C,82,201505,0,0,1,0,0,2011,2011,KIA
,,C,83,201505,0,0,1,0,0,2011,2011,KIA
,,C,84,201505,0,0,1,0,0,2011,2011,KIA
,,C,85,201505,0,0,1,0,0,2011,2011,KIA
,,B,81,201309,0,1,0,0,0,2011,2014,KIA
,,B,82,201309,0,1,0,0,0,2011,2014,KIA
,,B,83,201309,0,1,0,0,0,2011,2014,KIA
,,B,84,201309,0,1,0,0,0,2011,2014,KIA
,,B,85,201309,0,1,0,0,0,2011,2014,KIA
,,C,81,201510,0,0,1,0,0,2011,2014,KIA
,,C,82,201510,0,0,1,0,0,2011,2014,KIA
,,C,83,201510,0,0,1,0,0,2011,2014,KIA
,,C,84,201510,0,0,1,0,0,2011,2014,KIA
,,C,85,201510,0,0,1,0,0,2011,2014,KIA
,,C,81,201505,0,0,1,0,0,2011,2011,KIA
,,C,82,201505,0,0,1,0,0,2011,2011,KIA
,,C,83,201505,0,0,1,0,0,2011,2011,KIA
,,C,84,201505,0,0,1,0,0,2011,2011,KIA
,,C,85,201505,0,0,1,0,0,2011,2011,KIA